,tag,embedding,similarity
14,Manchas,"[-0.00663999  0.02049931  0.03142378 ... -0.01133828  0.01683235
  0.01282162]",0.7452131326054577
18,edeka,"[ 0.00430484 -0.02826163 -0.02029426 ...  0.0019423   0.00784438
 -0.01515578]",0.7450073473956185
0,Optical-inspection-machine,"[-0.03188484 -0.00413511  0.00016076 ...  0.00135402 -0.00169889
  0.00235637]",0.7449137042915943
18,electromanteniment,"[-0.02433928 -0.00391682  0.02047743 ...  0.00516746 -0.00030192
 -0.01952914]",0.744913607131173
13,Photoneo,"[-0.01026685  0.0047304   0.00055757 ... -0.00031913  0.00491484
 -0.02737828]",0.7448708852532039
16,hole,"[-0.02800198 -0.00310484  0.00457802 ... -0.00647329  0.00719403
 -0.00033263]",0.744786927194775
9,Frinsa-cans,"[-0.0106088  -0.01332536  0.01582513 ...  0.01712582 -0.01468702
 -0.02684039]",0.7447144557087382
10,inteplast,"[-0.03741135 -0.01946776  0.00050705 ... -0.001564   -0.01761105
 -0.02984595]",0.7445992623623165
19,FLIR,"[-0.01646128 -0.01616757 -0.01958532 ... -0.00090117 -0.00789688
 -0.01380451]",0.7445466290937034
6,cosmetica,"[ 0.01239379  0.00440132  0.02222152 ...  0.0081016  -0.00351841
 -0.02490662]",0.7445121785600232
16,Queseria-Lafuente,"[ 0.00316969  0.01357237  0.01114681 ... -0.01288703 -0.00592615
 -0.00852641]",0.7443401765936019
7,TECNOWYS,"[-0.00965176 -0.01124417  0.02090288 ...  0.01521474  0.00185664
 -0.00333257]",0.7441650807655283
14,isotubi,"[-0.02841815 -0.04036944  0.00409891 ...  0.00576198 -0.00102473
 -0.02794807]",0.7441615967269474
17,Defects-bread-cabinet,"[-0.00270915 -0.00577672  0.0116729  ...  0.0069925  -0.01346495
 -0.01581218]",0.7441586063749678
17,Montosa,"[-0.00882271  0.00187517  0.01844001 ... -0.01698783 -0.00349004
 -0.03424966]",0.7440632574700698
12,Faurecia-Tecnoconfort,"[ 0.02065093  0.00443152 -0.00151855 ...  0.00618984 -0.01809337
 -0.02221539]",0.7440326251710264
19,Automotion,"[-0.02742362 -0.00954423  0.00876745 ... -0.00206859 -0.00813252
 -0.00202638]",0.7438653909948022
17,dentaid,"[-0.01376138  0.00963089  0.01987064 ...  0.00328813  0.00517176
 -0.02147579]",0.7437668377004122
5,nobel,"[-0.02934675 -0.01304843  0.01060054 ... -0.02009918  0.01180705
 -0.02862145]",0.7433361252598963
2,compact,"[-0.00630363 -0.00452596  0.01759185 ... -0.00945722 -0.02158806
 -0.03452952]",0.7433278292447657
8,SV,"[-0.00927475 -0.01909831  0.01590154 ... -0.00655475 -0.0169717
 -0.00372156]",0.7430363668949131
15,Michelin-Lasarte,"[ 0.00454377  0.012137    0.01069002 ...  0.00049782 -0.0154434
 -0.04541063]",0.7430338736560641
11,Cantabria-Labs,"[-0.01384086  0.00984239 -0.00043723 ... -0.00555685 -0.0222684
 -0.0090632 ]",0.7429913657220927
17,Electronica,"[-0.01064944  0.00144629  0.00185658 ... -0.01200446  0.00261632
 -0.00991273]",0.7429499868601089
15,Platos-tradicionales,"[-0.00427571 -0.00022207  0.02895977 ...  0.01047182 -0.00490469
 -0.00567753]",0.7428296372539787
5,in-sight-5000,"[-0.01506573 -0.00792455 -0.00981301 ... -0.02232582  0.00252844
  0.00636482]",0.7427433405327166
1,component-verification,"[ 0.01262425  0.00224933 -0.01674831 ...  0.00336086  0.00889929
 -0.00457568]",0.7426927168837484
0,Locate-screws,"[-0.03084387 -0.0021349   0.00649885 ...  0.00281971 -0.00732063
 -0.0159013 ]",0.7426903490290678
3,Caucho,"[-0.00127569 -0.00083164  0.03033344 ...  0.00147454 -0.00412535
  0.00754292]",0.7426590608156033
14,Flank-inspection,"[-0.01460723  0.01663834  0.00834004 ...  0.01356386  0.0185025
 -0.01971281]",0.742628436310596
17,Plastic-ring,"[-0.04407357  0.00712054 -0.00520642 ...  0.00569365 -0.02141034
 -0.03572103]",0.7424818279851887
15,consumer,"[ 0.01508686 -0.02995762  0.00929253 ... -0.0145601   0.0005926
 -0.00453821]",0.7424224328803147
12,ipte,"[-0.01113697 -0.0364609  -0.00646472 ...  0.00232744  0.00226144
 -0.0178136 ]",0.7423945424737763
7,Cheese-cutting-control,"[-0.0146388   0.00038717  0.03301043 ...  0.03303829  0.00051927
 -0.02319087]",0.7423944437343638
4,Plugs,"[-0.00767469 -0.01532229  0.0034614  ... -0.00358672 -0.00488051
  0.01408946]",0.7422145737627158
12,robotics,"[-0.01370351 -0.01681124 -0.01561905 ... -0.01590035 -0.01760157
 -0.00382774]",0.7421095698278637
1,forging,"[-0.02560545 -0.01109796 -0.02792828 ...  0.01316949  0.00534183
 -0.01780835]",0.7420894649314517
6,Rubber,"[ 0.01173641  0.00395424 -0.01250717 ... -0.01411996 -0.01971612
 -0.00599451]",0.7418359281236627
2,Hematomas-en-embutidos,"[-0.03650689 -0.00721446  0.02497981 ... -0.01821333 -0.00508155
  0.00252071]",0.7417526432711703
9,size,"[ 0.01696886 -0.00350567  0.01213883 ... -0.00649788 -0.0129816
 -0.03008503]",0.7416552851132543
2,dara,"[-0.01200892 -0.0096595  -0.01030714 ...  0.01184357 -0.01086522
 -0.00512601]",0.7416107155458689
4,drums,"[-0.02358623 -0.00375824 -0.01792294 ... -0.00425394 -0.00970016
 -0.00370965]",0.7415387804463537
16,vilardell,"[-0.02284705 -0.00370319  0.00849338 ...  0.01166658 -0.00787899
 -0.00914152]",0.7414747596803104
13,IS7802,"[-0.02284992  0.00172662 -0.00776285 ... -0.02361576 -0.00199641
 -0.01562316]",0.7414710211185841
6,nidec,"[-0.00129778 -0.00274468  0.00591935 ... -0.0063424   0.00417163
 -0.03242984]",0.7414495755459984
12,frape,"[-0.02398522 -0.00972788 -0.00880805 ...  0.00701021 -0.00867565
 -0.01363715]",0.7413622864313757
19,D900,"[-0.01614424 -0.01904227  0.00159682 ... -0.00608656 -0.01066258
 -0.01536505]",0.741073729019266
19,Lever,"[ 0.00766671 -0.01068982  0.01086685 ... -0.00364611 -0.00109281
 -0.00651943]",0.7410311924904996
8,Control-presencial-membrana,"[-0.01646301  0.00988475  0.00213602 ... -0.00791892  0.00760633
 -0.01276752]",0.7410010475580074
8,software,"[ 0.00415743 -0.01261063  0.01054921 ... -0.01393188  0.00775454
 -0.00389802]",0.7407721607118013
14,coty,"[-0.01264596 -0.01631014  0.00642107 ... -0.01058618 -0.02405886
 -0.02509576]",0.7407267436060293
16,in-sight-7000,"[-0.01301335 -0.01334473 -0.00769065 ... -0.02363805  0.00350187
  0.00345527]",0.7407153682583116
17,Frutos-secos,"[ 0.00095256 -0.01496787  0.0156701  ...  0.00873884 -0.0193763
 -0.00110373]",0.7405681911707387
10,laser,"[-0.03376039  0.00768867 -0.00323381 ... -0.02546789  0.00226937
  0.00558536]",0.7405104288409022
7,gestamp,"[-0.02796751 -0.00460565 -0.00978318 ... -0.00293598  0.00484053
 -0.01352761]",0.7404554191181382
12,Faurecia,"[ 0.02035259  0.00506793 -0.01614729 ...  0.00415476 -0.00556327
 -0.01393681]",0.7404334409675243
5,Relats,"[-0.01596938 -0.02504382  0.03377558 ... -0.00891681 -0.01085644
 -0.01477682]",0.740299425373068
19,Farma,"[-0.00153252 -0.00843461 -0.0007786  ...  0.00456957 -0.0264166
 -0.00708481]",0.7401832373276032
6,cosmetica-cosbar,"[ 0.00521944 -0.00374031  0.02347557 ...  0.00563087 -0.01355353
 -0.02022489]",0.7400993468159861
11,TR-1789-glasses,"[-0.01451876 -0.01026468 -0.00789749 ... -0.01532841 -0.01383262
 -0.00645316]",0.7400692410480896
1,naos,"[-0.00552176 -0.0085523  -0.00445012 ...  0.00366378  0.02002727
 -0.01086956]",0.7400551543306789
15,glue,"[-0.01185849  0.00434566 -0.00150909 ... -0.0310691   0.00276207
  0.00157271]",0.7400085991696311
11,Dulcesol,"[-0.00173069 -0.0031176   0.0114843  ... -0.00638277 -0.01764235
 -0.00548053]",0.7399809314504487
1,3d,"[-0.02566961  0.00548255 -0.01806091 ... -0.00282729 -0.0154511
 -0.01937231]",0.7399400328656051
6,Cabezales,"[-0.02284458  0.00657647 -0.00573727 ... -0.00654055 -0.01029247
  0.02847409]",0.7398418859893084
13,Ingot,"[-0.00105386 -0.03087129  0.00953339 ... -0.00595177 -0.00593196
 -0.00430125]",0.7397437707183404
5,janmar,"[-0.02243649  0.00457328  0.00807009 ... -0.01023656  0.000545
 -0.00821904]",0.7396519341723525
10,Defects-bread-inferior,"[-0.00631971  0.00595611  0.02723187 ... -0.00304212 -0.01950279
 -0.00992454]",0.7395769206986125
15,Bread-quality-control,"[-0.00375488 -0.01119536  0.01600327 ...  0.0121514  -0.00684469
 -0.01186043]",0.7395573736999511
17,Hpde,"[-0.00634698  0.00992724  0.01739669 ... -0.00444185  0.00281134
  0.01598244]",0.739536713772166
5,plastic,"[-0.0185994   0.00192201  0.00020092 ...  0.00769489 -0.02752876
 -0.03160252]",0.7394885318893624
7,Platos-Tradicionales,"[-0.00536944 -0.00264877  0.02102575 ...  0.00753366 -0.01464269
 -0.01310172]",0.739355042812372
14,in-sight-7801,"[-0.01627158 -0.0059339   0.01266849 ... -0.00981859 -0.00191011
  0.00382362]",0.7392687629580954
2,canister,"[-0.02606951 -0.00335345  0.01462813 ...  0.00467833 -0.01770256
 -0.01454389]",0.7391805736938604
13,Pancake-welding,"[-0.03266327  0.00599277  0.00804434 ...  0.01633164 -0.00978548
 -0.01072354]",0.7390728401999799
16,Lear-seats,"[-0.00786945 -0.00051248  0.00525547 ... -0.01019452 -0.00380059
 -0.01992127]",0.7390120232038725
7,Sobretapa,"[-0.00514928 -0.02076178  0.00784227 ... -0.00647348 -0.00659011
 -0.00605495]",0.7388454910625155
1,Clasificación-aguacates,"[-0.00672531  0.00657127  0.01953354 ... -0.01569238 -0.02692745
  0.01077622]",0.7388137398940979
7,Acabats-del-Bages,"[-0.01028233  0.00064265 -0.00188308 ... -0.02817077  0.00403781
 -0.01513173]",0.7388016430238702
10,metal,"[-0.00675663 -0.01216533 -0.00866618 ... -0.01853051 -0.01000729
 -0.00785607]",0.7387844121507469
5,encellophane,"[-0.03033849 -0.00523136 -0.00534987 ...  0.01289386 -0.00810606
 -0.04707884]",0.738717275808629
1,Capas-de-film-pegadas,"[-0.03602757 -0.00116499  0.00700464 ... -0.00152207 -0.01712679
 -0.00202019]",0.7386337584090025
4,food,"[ 0.02233575 -0.02753201 -0.00610084 ...  0.00110012 -0.00628788
 -0.0117732 ]",0.7386025632444686
3,surface,"[ 0.00131199 -0.0080701   0.00992875 ... -0.03438506 -0.01126808
 -0.02208516]",0.7385146903469763
10,cruasán,"[-0.01470597 -0.01639243  0.01826778 ... -0.00713712  0.0011156
  0.00407787]",0.7383820184146449
5,bolts,"[-0.03135543 -0.0062294  -0.03078135 ... -0.01006681 -0.00311299
 -0.00134549]",0.7383238422926319
2,measures,"[-0.01434089 -0.01103988  0.00754712 ... -0.01377246 -0.00503027
 -0.02580538]",0.7379905753206821
18,vidi,"[-0.01918353 -0.02666685  0.00730259 ... -0.03293195 -0.00240129
 -0.00678385]",0.737950838692173
18,Mosaico,"[-0.00919626  0.00312829  0.00135034 ... -0.01837952  0.00844183
 -0.0270815 ]",0.7377396235303204
0,in-sight8000,"[-0.0212156  -0.00928615 -0.00283878 ... -0.01493258 -0.00155865
 -0.00302907]",0.7377342564733128
11,currency,"[ 0.0071374  -0.02499116  0.00133783 ... -0.01970825  0.00633333
 -0.02923391]",0.7376421282644011
11,pc,"[ 0.01545091 -0.03475424 -0.00567198 ...  0.0013363  -0.00808318
  0.00529706]",0.7375941081832317
7,Seats,"[ 0.00351155 -0.01271841  0.00025759 ... -0.01693092  0.00125701
 -0.00506849]",0.7375648463291674
11,Table-inspection,"[-0.00685508 -0.00354382  0.01396702 ...  0.00734449 -0.01403644
 -0.00418247]",0.7375633799413436
16,Textile-defect,"[-0.0273581  -0.00095878 -0.0018293  ...  0.00787099 -0.00536501
 -0.0171265 ]",0.7375617047619701
19,Arroz,"[ 0.01016199  0.00443538  0.01685056 ... -0.01234417 -0.00458387
  0.0161533 ]",0.7375509326864338
17,Envoltorio-helado,"[-0.02111086 -0.00336001  0.00305645 ...  0.01837403 -0.00933478
 -0.02757389]",0.7375489739368783
15,bbraun,"[-0.01528974 -0.01402824 -0.00575261 ...  0.00186813 -0.01009895
  0.00574916]",0.737514819953259
13,robot-UR,"[-0.01344189 -0.02590994 -0.01569135 ... -0.01890095 -0.00154736
 -0.01750189]",0.7374237400229522
8,Hohner,"[-0.00499089 -0.00653786  0.02655701 ...  0.00694014  0.01694154
  0.00712984]",0.7374018318444103
12,mme,"[-0.03229559 -0.00701031 -0.01018769 ... -0.004843    0.00674943
 -0.00334796]",0.7373581802772506
8,vpro,"[ 0.00180974 -0.06305076 -0.0158594  ...  0.00417898 -0.01487854
  0.00691086]",0.7373332241935122
9,cookie,"[-0.00629207 -0.01966101  0.01179936 ...  0.00606146 -0.00640566
 -0.01459431]",0.7372636574872456
5,Product-uniformity,"[-0.00435821 -0.01547197  0.0125374  ...  0.00978414 -0.00236545
 -0.0094551 ]",0.736976990691947
10,ocr,"[ 5.70208766e-03 -3.49846482e-02 -1.60437413e-02 ... -6.15647808e-03
 -8.37035070e-04 -4.45075239e-06]",0.7368784109492806
11,Aicrov,"[-0.02384544 -0.0191142   0.00349098 ... -0.00254473 -0.02087152
  0.00121745]",0.7366802621014402
3,Inspection-of-tuna-can-contents,"[-0.0012533   0.00183122  0.02239237 ...  0.0052604   0.00620038
 -0.01184373]",0.7365958415477095
3,Lingotes,"[-0.02058706  0.02370186  0.02188378 ... -0.01621565  0.01243245
 -0.03039934]",0.7364179424381367
3,VISENFI,"[-0.02333962 -0.01498736  0.0115187  ... -0.02386164 -0.00512744
 -0.00117883]",0.7363091270139498
12,iac,"[-0.00395948 -0.01610731  0.00423951 ... -0.0062671  -0.00702568
 -0.02601841]",0.7360863482156023
2,boreholes,"[-0.04224883 -0.00650561  0.01648634 ...  0.00282354  0.00914616
  0.00755909]",0.7359815498637668
13,particles,"[-0.00192234  0.00894096 -0.00018843 ... -0.02995531 -0.01566915
 -0.01837979]",0.7358815156125511
1,ict,"[-0.00647111 -0.02726703  0.0128567  ... -0.01540808 -0.00477494
 -0.02701047]",0.7358667231220075
4,No-supervisado,"[-0.00543399 -0.00146463  0.00824608 ... -0.01250497 -0.00608946
  0.00137718]",0.7357261521211056
16,tecnowys,"[-0.01761879 -0.01524354  0.0191138  ...  0.01650102  0.00055059
 -0.02422758]",0.7357249334774142
7,bin-picking,"[-0.02856479 -0.0199135   0.00951924 ... -0.00515479 -0.01232774
 -0.02530468]",0.7356927463989353
12,abb,"[-0.00644743 -0.01903661 -0.0087648  ... -0.02327329 -0.00309043
 -0.01896553]",0.7356292918001183
19,Esponjas,"[ 0.00476465  0.01600821  0.02676152 ... -0.00339646  0.00710052
  0.01168253]",0.735538255617067
19,stamping,"[-0.02570786  0.00490136 -0.01754451 ...  0.00542997 -0.00025866
 -0.02220164]",0.7355211851353627
10,Vasos,"[-0.01742683  0.00010365  0.00583194 ... -0.0180051  -0.00693919
  0.0007331 ]",0.7355079788182741
10,Farmaceutica,"[-1.89179033e-02 -2.10670708e-03  2.20404025e-02 ...  1.62918679e-02
 -2.74623167e-02 -8.37987682e-05]",0.7353450171887628
17,ViDiUbesol,"[-0.01236393 -0.01987013  0.01229074 ... -0.04226895 -0.01260349
 -0.00093827]",0.73529885639203
9,preciber,"[-0.00417899 -0.01458185  0.00027256 ... -0.00789404 -0.01141995
 -0.00364011]",0.7351976273675818
6,Reviglass,"[-0.01654982 -0.01429485 -0.01103321 ... -0.028885   -0.00384216
 -0.00566761]",0.735166506547478
3,Grupo-Siro,"[-0.00892494 -0.01297045 -0.01021371 ... -0.01176438 -0.02804981
 -0.00626469]",0.7351354597907036
14,in-sight7000,"[-0.01646014 -0.0164739  -0.00352668 ... -0.0206027   0.0116088
 -0.00083608]",0.7350271481323509
19,IS7050,"[-0.0146725  -0.0044539  -0.00896344 ... -0.02475549  0.01345558
 -0.00941543]",0.7349733557400154
3,pores,"[-0.01462214 -0.0113667   0.01583951 ... -0.00600137  0.01122991
 -0.00495498]",0.7349017776395433
9,Arruga,"[-1.12965293e-02 -6.88649670e-05  1.91435367e-02 ...  3.39356693e-03
  1.24090668e-02 -1.79059207e-02]",0.7346170841196308
13,Hipra,"[-0.0135078  -0.00491649  0.00646273 ... -0.012236   -0.01568993
 -0.00138308]",0.7345873579539737
13,tubes,"[-0.02501677 -0.01354965  0.01457774 ...  0.0003046  -0.01211956
 -0.00313533]",0.7345183779139991
8,ABB,"[-0.00154594 -0.0186795  -0.01031576 ... -0.02246954 -0.01298019
 -0.01049386]",0.7343440149177463
14,parker,"[-0.00339795 -0.01015746  0.01283744 ...  0.00652129 -0.01352563
  0.00071549]",0.7343374663819845
5,Ikertek,"[-0.01296187 -0.01226748 -0.01300816 ... -0.00682482  0.00726129
 -0.0289129 ]",0.7342293390325617
2,PC,"[ 0.01895175 -0.03186898 -0.0065768  ... -0.00476227 -0.01333436
  0.00823838]",0.734127810667592
1,SmartRay,"[-0.01068525 -0.01461303  0.00068455 ... -0.01526062 -0.01481013
 -0.00178439]",0.7340739231368641
9,noel,"[-0.02008635 -0.01606114 -0.00047584 ... -0.01659077  0.01811347
 -0.00787168]",0.7340246554863842
2,Tape-surface-control,"[-0.03030585 -0.00433091  0.01800986 ... -0.0073874  -0.02222523
 -0.02068473]",0.7339653377928992
16,in-sight-1403,"[-0.01171421 -0.00361733 -0.00541252 ... -0.00482984  0.00321484
 -0.00786785]",0.7339650444902878
19,Soadco,"[-0.00568026  0.00553041  0.01367443 ...  0.00933931 -0.00380891
  0.00058327]",0.7338883041746795
2,ur,"[-0.00566668 -0.03488211 -0.01610147 ... -0.01957642  0.0009392
 -0.0048079 ]",0.7338501776356475
17,Latas,"[-0.00694435 -0.00135379  0.0057353  ...  0.01562564 -0.01548941
 -0.01960357]",0.7338057581912412
19,coren,"[-0.01979018 -0.02474127  0.00865377 ...  0.00105778 -0.03345179
 -0.00521   ]",0.733796651420786
6,coca-cola,"[ 0.0005412  -0.01594999  0.01057743 ...  0.00450061 -0.00163742
  0.00932316]",0.733752702055343
2,teknics,"[-0.00684732 -0.01050857  0.01164352 ... -0.00728147  0.0030066
  0.00314163]",0.7336431633244048
13,Bolsa,"[-0.01646847 -0.00201384  0.01657446 ... -0.01195719  0.00521016
 -0.01506407]",0.7335949975668038
14,bjc,"[-0.02856237  0.00986016  0.00521947 ... -0.01502035  0.00893969
  0.00193856]",0.7335768140032719
9,flexFeeder,"[-0.04880284 -0.00370695 -0.01583331 ... -0.02948564  0.01788682
 -0.01315666]",0.7335712354063976
17,Plastic-handles-quality,"[-0.02987956  0.00053794 -0.00066477 ... -0.00518194 -0.00915181
 -0.02714219]",0.7333217258096012
9,witte,"[-0.02778098 -0.04022598 -0.00246766 ... -0.00795021 -0.00699343
 -0.02784981]",0.7332799308317447
5,bar-turning,"[-0.02417444 -0.02214274 -0.00103644 ...  0.00545675 -0.007914
 -0.03113437]",0.7331792756317027
17,Aptar,"[ 0.00235141 -0.01111635 -0.01440257 ...  0.00288897 -0.00696463
  0.00508147]",0.7331743808915399
19,dock-door,"[-0.01218288 -0.02885493  0.0075596  ... -0.01518978  0.02257291
 -0.00321865]",0.7331567522925775
13,ciatsa,"[-0.01042044  0.00510238  0.02204065 ...  0.00354201  0.00234393
 -0.01818522]",0.7331338567727623
1,macsa,"[-0.01139505 -0.01231345 -0.0099324  ... -0.01613674 -0.00286917
 -0.00661253]",0.7329126926147831
18,Food,"[ 0.01916904 -0.01856787 -0.00255155 ...  0.0016182  -0.01177741
 -0.00775369]",0.7328801336214812
12,IS7600,"[-0.00793901  0.00946071 -0.02938742 ... -0.03046156  0.01337169
 -0.00957088]",0.732852885825862
10,bin-Picking,"[-0.02936959 -0.02049694  0.00676329 ... -0.00286045 -0.01639755
 -0.01827878]",0.7325564838529648
16,Particles,"[ 0.00318214  0.00992843 -0.00373699 ... -0.02588581 -0.01558403
 -0.01687003]",0.7325419303051525
3,gluing-boxes,"[-0.04155846 -0.00659664  0.00440125 ... -0.02350598 -0.01076017
 -0.0290294 ]",0.7325349922480593
8,Broken-plastic,"[-0.02417471  0.00759308 -0.00163576 ...  0.00874914 -0.00742206
 -0.02344961]",0.7324108219158586
18,Marrón,"[-0.01278056 -0.01155702  0.02090788 ... -0.01846081 -0.02715869
 -0.00572146]",0.7323980566769279
6,smartray,"[-0.02518381 -0.01306549 -0.00095588 ...  0.01860927 -0.00977823
 -0.03050472]",0.7323529447071138
10,Hipatia,"[-0.01366633  0.01389704  0.00647692 ... -0.00821744 -0.00780352
 -0.01921701]",0.7322187010576782
0,deep,"[-0.00547968 -0.00528979  0.01289894 ... -0.01553027 -0.0258657
 -0.01558453]",0.7322060493421271
11,Optical-inspection,"[-0.00975744  0.00490226  0.00301432 ...  0.00149539 -0.00015004
 -0.00702051]",0.7321526703440472
15,Gold-model,"[-0.01260855 -0.0023924  -0.00621167 ... -0.02517595 -0.01793186
 -0.00119963]",0.7320714768011041
2,Pascual,[0.00570211 0.02295681 0.02862183 ... 0.00025796 0.01445928 0.00760731],0.7319002538349733
10,Textile,"[-0.01539877 -0.00397591 -0.00868257 ...  0.00438446 -0.01422958
 -0.01656796]",0.7318489190363893
13,KTR,"[ 0.00139771 -0.02212884  0.0039905  ...  0.00267815 -0.01269925
 -0.00809827]",0.7318182040539364
2,Toothbrush,"[ 0.00386255  0.00861325  0.00696472 ...  0.01208284  0.00661968
 -0.02304109]",0.7316111087211075
6,sap,"[ 0.02100528 -0.01774419  0.00748818 ... -0.0046039  -0.00889265
 -0.00736487]",0.7313549649164949
16,bin-picking-studio,"[-2.12820657e-02 -2.92893182e-02  3.46985398e-05 ... -6.60210056e-03
  5.89158037e-04 -3.19725238e-02]",0.7313217721246068
14,pickit,"[-0.03790081 -0.02215092  0.00971384 ... -0.00114404  0.00229686
 -0.03427918]",0.7313140608981928
6,Bimbo,"[-0.05504292 -0.0191298   0.00384121 ... -0.0076559  -0.03075616
 -0.00556461]",0.731208778893099
15,zanini,"[-0.01231637  0.00556586  0.00555593 ... -0.00043845 -0.02117806
 -0.04243554]",0.7311852524028993
9,Gestamp,"[-0.03757566 -0.01588716  0.00013306 ... -0.00966003  0.01313285
 -0.0119819 ]",0.7311139079986424
10,Metal,"[-0.00028462 -0.00776382 -0.00981735 ... -0.02007133 -0.00725897
 -0.01406767]",0.731101166709807
7,reading,"[-0.00708389 -0.00876859  0.00504397 ... -0.01129903  0.00776724
 -0.02070362]",0.7310863388756916
0,pallet-scanning,"[-0.02699189 -0.0079924   0.01398671 ...  0.02160754 -0.00445892
 -0.02257504]",0.7310823192611272
11,bsp,"[-0.00809761 -0.00332643 -0.00179095 ... -0.00757609 -0.01960622
 -0.01478571]",0.7310172220464977
8,Silver,"[ 0.00735384  0.00587747  0.00214458 ... -0.03000311 -0.00779465
 -0.01691873]",0.7309594767011643
10,Insect-control-on-paper,"[-0.01010873  0.00939151  0.00841717 ...  0.01218596 -0.00579865
 -0.03485955]",0.7307962685098792
14,Foreign-bodies-in-heat-sealing,"[-0.01828357  0.00141321 -0.0052264  ... -0.00600524 -0.02186416
 -0.03140771]",0.7307424371074194
2,cosmetic,"[-0.00315297  0.02186696  0.02924655 ...  0.00232396 -0.00409411
 -0.04087994]",0.7307358771594654
14,Plastic-quality,"[-0.01943819  0.00930508 -0.00585385 ... -0.0039908  -0.02182724
 -0.03113911]",0.7306739336197831
4,Defects,"[-0.01671824  0.01051111  0.0078951  ... -0.00994621 -0.0078682
 -0.00974446]",0.730571919050758
7,Aguacates,"[-0.01441755 -0.00551787  0.01783259 ... -0.01800533 -0.01889563
  0.00039262]",0.7305272949778451
1,Label-screen-printing-control,"[-0.02271998 -0.00825408  0.0094312  ...  0.01741582 -0.00825408
 -0.01584159]",0.730524324182753
15,Ficosa,"[ 0.00145905  0.01089597  0.03163517 ...  0.00350698 -0.00821146
 -0.0265688 ]",0.7304610673809196
9,Sempsa,"[-0.00211251 -0.00594791 -0.00415269 ... -0.01482211 -0.01117905
 -0.01021897]",0.7304194067753298
4,cic,"[-0.00782441  0.00438922  0.01660285 ... -0.01087159 -0.02335221
 -0.03599657]",0.7304028097291936
7,plastics,"[-0.01191312  0.00097833  0.00401856 ...  0.01204888 -0.02170835
 -0.02807558]",0.7303623832575947
14,traceability,"[-0.01116205 -0.03354692 -0.01295149 ...  0.00895395 -0.01535542
 -0.02017677]",0.730325071179401
7,ficosa,"[-0.01324759 -0.00300025  0.00803211 ...  0.00520537  0.0034972
 -0.02865145]",0.7303115497068003
12,TR-3285-ice-cream-inside,"[ 4.10268462e-04 -1.03682913e-02  5.13103805e-05 ...  9.53745469e-03
 -1.03957569e-02 -3.99625525e-02]",0.7302628739503856
8,VC5,"[-0.02427258 -0.01802335  0.00477924 ... -0.00764111 -0.01315889
  0.00264172]",0.730194854032314
13,deima,"[-0.01464563  0.00774622 -0.0190185  ... -0.00339244 -0.02067047
 -0.02273891]",0.7301893718043238
3,Madalenas-mordidas,"[-0.02053143  0.00858196  0.01482753 ... -0.00300205 -0.00061632
 -0.01447512]",0.7300481518092176
4,Plug-control,"[-0.01285424 -0.02696256  0.01988795 ...  0.00586483 -0.01205
 -0.00041341]",0.7299731338322489
1,staübli,"[-0.00821753 -0.01509989  0.00681353 ... -0.00687203  0.0052478
 -0.03196165]",0.7296195990457537
2,Lineal-Backlight,"[ 0.00206391  0.01044622 -0.01852389 ... -0.01974239 -0.00599665
 -0.01294482]",0.7295886193995005
8,Film,"[ 0.00205667 -0.01945977 -0.00130506 ... -0.00304059 -0.01042683
 -0.01892681]",0.7295021386474808
18,flaring,"[-0.03710321 -0.00640639  0.00282573 ...  0.01667827  0.00501187
 -0.03176281]",0.7295012283054042
13,bakery,"[-0.00101015 -0.00948344 -0.00127681 ...  0.02361888 -0.00075221
 -0.02799177]",0.7294717690771582
3,euclidlabs,"[ 0.00294791  0.00126364 -0.00497224 ... -0.00350097  0.00884909
 -0.01250757]",0.7293745626674599
3,universal,"[-4.94097803e-05  1.13953266e-03  1.39262024e-02 ... -2.45679226e-02
  7.17111817e-03 -1.89770050e-02]",0.7293313391448241
9,Cortes,"[-0.01764066 -0.00779797 -0.00231701 ... -0.00099312 -0.01329064
 -0.00099312]",0.7292627238369153
19,Canned-food-seaming,"[-0.02216405 -0.01199911  0.00380135 ...  0.01337124 -0.01647953
 -0.00421089]",0.7291267607430901
8,Packaging-control,"[-0.01078917  0.00526688  0.01243205 ...  0.02456038 -0.01762991
 -0.02115037]",0.7290392170296874
8,VPRO,"[-0.00775704 -0.05793036 -0.0004687  ... -0.00070348 -0.01991879
  0.02280415]",0.7289897587570942
1,Slag,"[-0.0234584  -0.00500831 -0.00113259 ... -0.01797548  0.00792567
 -0.00064388]",0.7289265346563163
10,cheese,"[-0.00386993 -0.00927104  0.00190751 ...  0.00626038  0.00700335
 -0.01435558]",0.7288970807214957
5,Insect,"[ 0.00437613  0.0016297  -0.00639239 ... -0.006736   -0.01762121
 -0.02358571]",0.728879039578614
19,pharma,"[ 1.13971597e-02 -2.03790274e-02  5.16766158e-04 ... -5.36236027e-03
 -3.09596546e-02 -2.10941380e-05]",0.7287085210086122
4,Glued-plastic,"[-0.03546953  0.01728423  0.00255987 ... -0.00862846 -0.0220763
 -0.02540754]",0.7286814092356475
7,Bag,"[-0.00562786 -0.02390795  0.00295184 ... -0.00937046 -0.01250559
 -0.02353089]",0.7286795419495724
19,succes,"[-0.00275903 -0.03576771  0.01587608 ... -0.0165542   0.006625
 -0.00378287]",0.728481979050604
