,tag,embedding,similarity
8,Plastics-in-charcuterie,"[-0.01000338 -0.00422296 -0.00857628 ...  0.01377008 -0.02061052
 -0.03087462]",0.7114950062667386
15,cosmetics,"[ 0.01291035  0.00958425  0.01858075 ...  0.00784105  0.00175656
 -0.02493908]",0.711484054946749
6,GOMA,"[-0.01792315 -0.01309873 -0.01640036 ...  0.00581829  0.01192631
 -0.02068574]",0.7113416938072155
13,Kongsberg,"[-0.00863732 -0.01466212  0.01470211 ... -0.00694451  0.00806417
  0.02019374]",0.7112240611624525
10,Label-screen-printing,"[-0.02417544 -0.00391675  0.00529051 ... -0.00048405 -0.01428983
 -0.01820317]",0.7111391988381781
13,Chocobon,"[-0.02581487 -0.02156839 -0.00274812 ... -0.0082578  -0.00523084
 -0.02805906]",0.7107842307658349
19,Foreign-body,"[-0.0207589   0.00912915 -0.00096501 ... -0.01726601 -0.00543449
 -0.02884283]",0.7107641155038085
12,On-site-membrane-control,"[-0.0238695  -0.0144028   0.00353603 ... -0.00233346  0.00331055
 -0.00978132]",0.7106949998474243
8,OCR-20201207,"[-0.00595437 -0.00168961 -0.00104149 ... -0.01087591  0.00185944
 -0.00596823]",0.710450547551212
14,Cinta,"[-0.00790992 -0.01523346  0.01730451 ... -0.00694925 -0.00809706
 -0.01560774]",0.7101497992037008
8,surface-FX,"[-0.01561616  0.00473527 -0.01203916 ... -0.02831621 -0.0015347
 -0.03305829]",0.7100774189362948
9,Delibreads,"[ 0.00056676 -0.02216221 -0.01509998 ... -0.00586    -0.01827386
 -0.01307337]",0.7099469227000424
12,Hematoma-test-A-and-B,"[-0.02294489 -0.00771869  0.03490784 ... -0.03332731 -0.00533428
  0.00328198]",0.7099467965935353
8,Glazed-donuts,"[-0.01644435 -0.01904222  0.01267943 ... -0.00515946 -0.00905296
 -0.00597047]",0.7097680808950829
11,labeling,"[-0.02638068  0.01116428  0.00253956 ... -0.00088858 -0.02664617
 -0.02379571]",0.7096672303819198
4,KYP,"[-0.00211599 -0.0118649   0.00761896 ...  0.00741644 -0.01122242
 -0.01737485]",0.7095562316951592
16,Flasks,"[-0.01621916 -0.00704462 -0.00168178 ... -0.01452581 -0.02238403
 -0.01653667]",0.7095345202154736
9,VibracousticSurface,"[-0.02458774  0.00473321  0.0088635  ... -0.03237709 -0.00373528
 -0.01724191]",0.709418497464609
6,Consumer-products,"[ 0.00583673 -0.00559988  0.01036739 ... -0.0052852  -0.01480669
 -0.01342617]",0.7091922666510305
16,Mosaic,"[-0.01385107 -0.00106199 -0.00631774 ... -0.01958074  0.00790457
 -0.02741303]",0.7090268032171183
16,pale,"[-0.00165374 -0.02683136  0.01523363 ...  0.00384822  0.00462781
 -0.01703831]",0.7086761803526406
18,Atlas-Bottling-Company,"[-0.02256316 -0.00822962 -0.00342845 ...  0.00233062 -0.02342944
 -0.00250054]",0.708388655044908
10,revlon,"[-0.0235137  -0.01079535 -0.00899834 ...  0.00618677 -0.00192964
 -0.00973438]",0.7083529593534811
11,deep-learning,"[-0.02641144  0.0112442   0.02920178 ... -0.01660385 -0.02487814
 -0.00235866]",0.7081976194536869
3,Paperless-foreign-body,"[-0.01496501  0.03453675 -0.0129237  ... -0.00489294 -0.00630668
 -0.03484019]",0.7081319202411667
5,Golden-Foods,"[ 0.00704819 -0.00873319  0.00790439 ... -0.01663073 -0.01122642
  0.00435974]",0.708114126509792
18,Mozzarella,"[ 0.0090965  -0.00796415  0.01067549 ...  0.01295905 -0.007247
 -0.01740035]",0.7080622460965411
12,Black-model,"[-0.03000838 -0.02494446 -0.00284845 ... -0.00388501 -0.01618309
 -0.00258052]",0.7078692764570826
13,Heat-Sealing,"[-0.02578807  0.0118019  -0.00070008 ... -0.01867553 -0.02147413
 -0.00520471]",0.7078431941147437
4,Stain,"[ 0.00421024  0.00428188  0.00181369 ... -0.02651834 -0.00604673
 -0.01331778]",0.7078426809131628
16,Blister-Counting,"[-0.035778   -0.0025534   0.01533729 ... -0.01598534 -0.00768214
 -0.02192584]",0.7077900861015758
19,symbology-position,"[-0.01633692 -0.00212387 -0.01481555 ...  0.00089043 -0.01442455
 -0.01747439]",0.707778905287788
12,success-case,"[-0.01690364 -0.01954615  0.02028717 ... -0.02593569  0.00222655
 -0.0062008 ]",0.7077741239598792
13,closures,"[-0.00855063 -0.01645751 -0.00320474 ... -0.00477562  0.01586974
 -0.01784296]",0.7077591189878222
18,Bitten-muffins,"[-0.01980551 -0.02146276  0.0042552  ... -0.00418048 -0.01031707
 -0.0199006 ]",0.7073639344884087
17,pancakes,"[-0.0034663  -0.01163912  0.00401009 ...  0.02042889  0.00025222
 -0.03444672]",0.7071561324742089
1,OCR-reading,"[-0.01403513 -0.00076176  0.00702448 ...  0.00078079 -0.00503231
 -0.00990552]",0.7069844838505874
2,Fat-in-charcuterie,"[-0.0033561  -0.01464232 -0.0203624  ...  0.01392389 -0.01743394
 -0.0243172 ]",0.7067779290728606
1,Double-bag,"[-0.02792904  0.00220071  0.01148255 ... -0.0253107  -0.01415544
 -0.02372878]",0.7066020679438394
11,Meat,"[ 0.00319003 -0.0107578  -0.01629931 ... -0.01835266 -0.00397917
 -0.00319641]",0.7063748305858008
1,BonArea,"[-0.01784717 -0.00950783  0.00555725 ... -0.01765243 -0.01409134
 -0.03469279]",0.7062379919732521
3,any-pick,"[-0.04831625 -0.02825537  0.03343008 ... -0.03099159 -0.00358154
 -0.03121842]",0.7062341923251414
14,Syringe-label-defects,"[-0.02360626  0.00740347 -0.00879932 ... -0.01651754 -0.02838225
 -0.01094783]",0.7060161769757106
8,Heat-sealing,"[-0.03077334  0.00427741 -0.00144083 ... -0.01600107 -0.02149058
 -0.00866168]",0.7055619807359779
10,Coin-surface-defect,"[-0.01730862 -0.00437842  0.01249611 ... -0.01588674 -0.00934474
 -0.03059769]",0.7051204892834587
19,Cognex,"[-0.00770947 -0.01131171  0.01633465 ... -0.02069774 -0.00604301
 -0.00558516]",0.7050174759243515
2,Brush-density,"[-0.00786927  0.0178551  -0.00335631 ... -0.00837127 -0.02375706
 -0.02830224]",0.7049568152171348
15,Te-Connectivity,"[-0.00544445 -0.00610899  0.02094124 ... -0.01969988 -0.01920063
 -0.00340194]",0.7044016167877714
19,Membrane,"[-0.01635532 -0.00057193 -0.01107839 ... -0.0236735  -0.00250417
 -0.02019768]",0.704256230119051
1,Bruises,"[-0.01438077  0.00446256  0.01883076 ... -0.0367313   0.00057864
  0.00444999]",0.7041131706325767
12,brownies,"[-0.01083483 -0.01656322  0.01932593 ... -0.00273326 -0.01137821
 -0.02070075]",0.7039645693805028
8,Ice-Cream-Wrapper,"[-0.01128048 -0.00949795  0.01076833 ...  0.0162822  -0.00521456
 -0.03604963]",0.7038686737395687
8,Multisector,"[-0.02476379 -0.01424466 -0.01765516 ... -0.0095809  -0.01949053
  0.00216238]",0.703637999232554
19,Deep-learning,"[-0.02728957  0.0094765   0.02748185 ... -0.01506626 -0.02646553
 -0.00368416]",0.7034412890860099
17,mafrica,"[ 0.00152867 -0.04280596 -0.0025947  ...  0.00408303 -0.01025367
  0.00661517]",0.7032651588459672
3,ITCN,"[-0.01417399 -0.01238829  0.02307459 ... -0.02370238  0.00336388
 -0.02430226]",0.7031099245115565
11,pfp,"[ 0.00265267 -0.00878055 -0.008794   ...  0.01310017  0.00484107
 -0.01789751]",0.7030791436945916
11,Labels,"[ 0.0041768   0.00678125  0.01158774 ... -0.01879374 -0.02152114
 -0.01481442]",0.7024097507051333
18,Deep-Learning,"[-1.99453849e-02  4.43457859e-03  2.00543758e-02 ... -2.85011921e-02
 -2.83649527e-02 -4.68853650e-05]",0.7021523474128187
13,Pancake,"[-0.01568422  0.00376804  0.00581464 ...  0.01472786 -0.00022335
 -0.03282209]",0.7018645884445203
0,Hairs,"[ 0.00153901  0.00615281  0.0034297  ... -0.00953734  0.02534686
  0.00927277]",0.7012396821282233
6,Classify,"[ 0.00511783  0.01842554  0.00324084 ... -0.01689803 -0.01677529
 -0.00616799]",0.701012887985101
4,Ow,"[-0.00199788  0.00826241  0.00259773 ... -0.01524773  0.01233879
 -0.01288704]",0.7007844963091929
1,SurfaceFX,"[-0.00361019  0.00282089 -0.00551332 ... -0.0297469   0.00269243
 -0.03431711]",0.7007799791030482
2,Chocolate-donuts,"[-0.00646898 -0.02274961  0.00951453 ...  0.00011082 -0.01203365
 -0.02144484]",0.7006267485938181
2,SPB,"[-0.00423907 -0.00724923 -0.00418039 ... -0.01554787 -0.01623827
 -0.00327769]",0.700463186237039
6,Omnium,"[ 0.00098327 -0.01464413 -0.00738924 ... -0.00428912  0.00376515
 -0.03724176]",0.7004554705587969
5,Rice-tubs,"[-0.00744178 -0.01803904  0.02184458 ... -0.02422811 -0.01974544
 -0.00243602]",0.7002157455641664
18,classify,"[ 0.00954827  0.00981467  0.01116068 ... -0.02774746 -0.01224029
 -0.01034746]",0.6997482819181595
15,Wheat-pancakes,"[-0.00151155 -0.00868534  0.0125247  ...  0.00793038 -0.00844014
 -0.02239089]",0.6994192416345769
2,Cookie-breakage,"[-0.01351094 -0.01323989  0.02796709 ...  0.00839569 -0.00492065
 -0.0015907 ]",0.6992349182159198
6,Ice-cream-inside,"[-0.00391571 -0.00910706  0.0152683  ...  0.00848896 -0.00541492
 -0.03953186]",0.6984915141041462
13,Pack-sealing,"[-0.00500286  0.00679997  0.01376208 ...  0.00198628 -0.01982226
 -0.0300239 ]",0.6980681356801923
18,Bonded-film-layers,"[-0.01887514  0.00955349  0.00241565 ... -0.0215073  -0.01678851
 -0.01361765]",0.6977053098899079
14,red-neuronal,"[-0.03197233 -0.00074061  0.01916702 ... -0.03538526 -0.02257995
 -0.01208177]",0.6972397506809408
2,Cookie-drawing,"[-0.02807099 -0.00476563  0.0172528  ...  0.02169     0.00701105
 -0.0248805 ]",0.6969862270099748
5,Cannulae,"[-0.01561645  0.01167303  0.03553004 ... -0.00081145 -0.00207652
 -0.00773617]",0.6962624554854494
10,Heads,"[-0.00410199  0.00910529 -0.00630265 ... -0.00702634  0.00854608
  0.01088161]",0.6961294118020386
8,ICFC,"[-0.00512643 -0.02359542  0.00598891 ... -0.01016972  0.00517146
 -0.02717007]",0.6959550344840248
19,Anisakis,"[ 0.0067492  -0.00332583  0.01023433 ... -0.01324481 -0.01288069
 -0.01153475]",0.6959039382816783
2,Unsupervised,"[-0.00687603  0.00362421 -0.00871141 ... -0.01677113 -0.00930325
 -0.00476135]",0.6937491121914365
19,lyophilized,"[-0.0154683   0.00379014 -0.01351469 ... -0.01398302 -0.00828946
 -0.02334964]",0.6935365269003105
14,RNB,"[-0.02254856 -0.03105745  0.0032141  ... -0.02954181 -0.00950603
  0.00963233]",0.6913366854915339
17,Cookie-packages,"[ 0.00344417 -0.00500426  0.02411625 ...  0.01805902 -0.00479296
 -0.02248221]",0.6904222888096522
12,Avocado-classification,"[-0.00311472 -0.00551807  0.00056677 ... -0.00846325 -0.02253765
 -0.00773194]",0.6899639009604077
14,Sealing-cookie-packages,"[ 0.00357501  0.00141881  0.01528085 ...  0.015423   -0.01319839
 -0.02339748]",0.6890219284970249
2,Bacteria,"[ 0.00302241 -0.00217887 -0.00993577 ...  0.00081728 -0.01863124
 -0.00230223]",0.6887618596365813
10,Bubbles,"[-0.01429745 -0.0052481   0.00542238 ... -0.01567853 -0.01404754
  0.00065725]",0.6883455772956433
2,Sponges,"[ 0.00903912  0.00609116  0.00907113 ... -0.02358365 -0.00914154
  0.00030508]",0.6868884540887457
19,defect,"[-0.02330241  0.00911747 -0.01351992 ... -0.01334037 -0.00889136
 -0.01262214]",0.6867610783174478
10,Hematomas,"[-0.01578253 -0.0026347   0.03548825 ... -0.02501358  0.01023108
  0.00577582]",0.6852935451341061
6,Paul-Hartman,"[ 6.83583607e-07  5.75401308e-03  6.50482159e-03 ...  1.38358604e-02
  1.67472921e-02 -8.37364607e-03]",0.6847238403393132
7,Decolletage,"[-0.03009831 -0.01001988  0.01610659 ...  0.00359142  0.00245016
 -0.01933049]",0.6838763403620745
13,defects,"[-2.28015166e-02  1.70256589e-02 -8.51282943e-03 ... -1.96379218e-02
  3.01766086e-05 -7.88273569e-03]",0.6830454479393215
